,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
1527,1528,කරන්ට් එක ආවා හුත්තෝ .. දැන් ඉතින් කොන් වීමෙන් තොරයි පෘතුගීසි පක්කු පැරදෙන හැටි බලන්න පුලුවන්,YES,කරන්ට් එක ආවා හුත්තෝ    දැන් ඉතින් කොන් වීමෙන් තොරයි පෘතුගීසි පක්කු පැරදෙන හැටි බලන්න පුලුවන්
1528,1529,තොපිලට ආතල් ගන්න ඕන උනාම මගේ පොඩි කාලේ එකක් හරි කමක් නෑ නේද..නද්දකින් පක්කු ටික..,YES,තොපිලට ආතල් ගන්න ඕන උනාම මගේ පොඩි කාලේ එකක් හරි කමක් නෑ නේද  නද්දකින් පක්කු ටික  
1529,1530,*යියෙන් හිතන පක්කු සෙට් එකක් ටුවිටරේටත් බැහැලා...අක්කලා නංගලා මොලෙන් හිතලා පරිස්සම් වෙන්න,YES, යියෙන් හිතන පක්කු සෙට් එකක් ටුවිටරේටත් බැහැලා   අක්කලා නංගලා මොලෙන් හිතලා පරිස්සම් වෙන්න
1530,1531,අපි තමයි දන්න දෙයක් පුළුවන් තරම් හොඳට කියල දෙන්නෙ. වෙන උන් එහෙම නෑ කැරි කුහක පක්කු!,YES,අපි තමයි දන්න දෙයක් පුළුවන් තරම් හොඳට කියල දෙන්නෙ  වෙන උන් එහෙම නෑ කැරි කුහක පක්කු 
1531,1532,ඕකුන්ට වෙනම කොඩියකුත් දීල. ඊටත් පස්සෙ වෙනම ආන්ඩුවකුත් දීල මිසක් අපේ එවුන් පස්ස බලන්නෙ නෑ. කැරි පක්කු. දැන් එකා එකා වරෙන් සංහිඳියාවයි පොශ් ටෝකුයි උස්සගෙන.,YES,ඕකුන්ට වෙනම කොඩියකුත් දීල  ඊටත් පස්සෙ වෙනම ආන්ඩුවකුත් දීල මිසක් අපේ එවුන් පස්ස බලන්නෙ නෑ  කැරි පක්කු  දැන් එකා එකා වරෙන් සංහිඳියාවයි පොශ් ටෝකුයි උස්සගෙන 
1532,1533,"උතුරු පලාත් අධ්‍යාපන ඇ-මැටි තුමා ජාතික කොඩිය ඔසවන්න බෑ කියලා, ඒක ප්‍රින්සිපල් ලව්වා කරවලා.... මේවා කියන එක සංහිදියාවට බාදාවක් වෙයිද දන්නෙ නෑ",YES,උතුරු පලාත් අධ්‍යාපන ඇ මැටි තුමා ජාතික කොඩිය ඔසවන්න බෑ කියලා  ඒක ප්‍රින්සිපල් ලව්වා කරවලා     මේවා කියන එක සංහිදියාවට බාදාවක් වෙයිද දන්නෙ නෑ
1533,1534,"වෙලකට බැහැලා එල්ලේ අතක්වත් ගහපු නැති, ක්‍රීඩාවක ස්වභාවය අදුරන්නැති ගොන් පක්කු.",YES,වෙලකට බැහැලා එල්ලේ අතක්වත් ගහපු නැති  ක්‍රීඩාවක ස්වභාවය අදුරන්නැති ගොන් පක්කු 
1534,1535,ෆේස්බුක් පක්කු ඔක්කොම මේකෙ රින්ගලා මේකත් එපාවෙලා තියෙන්නේ,YES,ෆේස්බුක් පක්කු ඔක්කොම මේකෙ රින්ගලා මේකත් එපාවෙලා තියෙන්නේ
1543,1544,ගාල්ලේ ඉන්නෙ ලොන්තපෝල් ගොන් පක්කු!!!,YES,ගාල්ලේ ඉන්නෙ ලොන්තපෝල් ගොන් පක්කු   
1544,1545,කුසල් ගහන හැටි බලන්න පක්කු 200ක් වත් ගහන්න ඕන..,YES,කුසල් ගහන හැටි බලන්න පක්කු 200ක් වත් ගහන්න ඕන  
1545,1546,පක්කු හොදට පුකවල් නම් අතුල්ල ගන්නවනේ...,YES,පක්කු හොදට පුකවල් නම් අතුල්ල ගන්නවනේ   
1548,1549,සාදු සාදු සාදු මාගෙ බුදු පියානන් වහන්සේ දෙසනා කල එ නිර්මල් බුදු දහම සැමදා ලොව පවතී වා සාදු සාදු සාදු,NO,සාදු සාදු සාදු මාගෙ බුදු පියානන් වහන්සේ දෙසනා කල එ නිර්මල් බුදු දහම සැමදා ලොව පවතී වා සාදු සාදු සාදු
1549,1550,ගාථා ...දර්මය....පන්සල ...බුදු රුව... පිරිත්.. බුදුන්ගෙ අගිලි..අස්...කන...හරියට කාන්තාවන්ගේ වගෙ.. .සමෙ පාට.. විහාර කලාව ....විනාශ කරන උන්ට සාප වෙවා...මෙවාට උදව් කරන අයට ලෙ පිලිකා හෙදිලා මුලු පවුලම වෙනසෙවා .....මරන මොහොතේ පවා විදවලා කුනු වෙවා...පනුවොගසත්වා...පන්සල මාලිගා වගේ.කිසිම කලාවක් නෙත..මානසික ලෙඩ්ඩුන් මෙවා අගයනවා.. සින්ගප්පුරුවෙ...ජර්මන් ..අමෙරිකා වල වත් මෙ විකාර මාලිගා නෙති ..අල්පෙක්ශ ජිවිත වෙනුවට ...පිස්සු මාලිගා ....ලෙජ්ජය් ...දුප්පත් පන්සල් ...ඉස්කොල වලට උදව් කරන්න පුලුවන් මෙ සල්ලි වලින් .. නුගතහෙ ලක්ෂණ .,YES,ගාථා    දර්මය    පන්සල    බුදු රුව    පිරිත්   බුදුන්ගෙ අගිලි  අස්   කන   හරියට කාන්තාවන්ගේ වගෙ    සමෙ පාට   විහාර කලාව     විනාශ කරන උන්ට සාප වෙවා   මෙවාට උදව් කරන අයට ලෙ පිලිකා හෙදිලා මුලු පවුලම වෙනසෙවා      මරන මොහොතේ පවා විදවලා කුනු වෙවා   පනුවොගසත්වා   පන්සල මාලිගා වගේ කිසිම කලාවක් නෙත  මානසික ලෙඩ්ඩුන් මෙවා අගයනවා   සින්ගප්පුරුවෙ   ජර්මන්   අමෙරිකා වල වත් මෙ විකාර මාලිගා නෙති   අල්පෙක්ශ ජිවිත වෙනුවට    පිස්සු මාලිගා     ලෙජ්ජය්    දුප්පත් පන්සල්    ඉස්කොල වලට උදව් කරන්න පුලුවන් මෙ සල්ලි වලින්    නුගතහෙ ලක්ෂණ  
