,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
1824,1825,Nodaki mun mokkuda ma thamga gani wana akak akka miniya thawa akak akka jivithata dakkami ma waga wedding akak,YES,Nodaki mun mokkuda ma thamga gani wana akak akka miniya thawa akak akka jivithata dakkami ma waga wedding akak
1825,1826,Gon badu serama methana....police karayo ganika madam walata painawa .....harinm me gon badu tikai allanna one ponna police karayo,YES,Gon badu serama methana    police karayo ganika madam walata painawa      harinm me gon badu tikai allanna one ponna police karayo
1829,1830,api dannawa ban meka fillt gei aran gon gaanigei sinduwak release karanna hadanne kiyala,YES,api dannawa ban meka fillt gei aran gon gaanigei sinduwak release karanna hadanne kiyala
1830,1831,yako filty thota maha awajathakayek. balapan umba anunge wedding ekaka anwashya widiyata bride wa kiss karana heti... meka lankawa yako... apita sanskruthiyak thiyenawa.,YES,yako filty thota maha awajathakayek  balapan umba anunge wedding ekaka anwashya widiyata bride wa kiss karana heti    meka lankawa yako    apita sanskruthiyak thiyenawa 
1831,1832,Dan kale lankave kello mehemada?! Iya lajjai,YES,Dan kale lankave kello mehemada   Iya lajjai
1832,1833,me enni lankawe enna superima ponnayoi superima wesaviyo thopita ohoma wela madi sadacharayak nathi awajathaka haththa ratata gilapina wedihata wadakarapan,YES,me enni lankawe enna superima ponnayoi superima wesaviyo thopita ohoma wela madi sadacharayak nathi awajathaka haththa ratata gilapina wedihata wadakarapan
1835,1836,filty kiyanne mokekda guu punchekne.mekath u wagema ui ara wili lajja nathi kaalakanni ganui ekathuwela karapu marketing ekak.amana wadak ithing .tharuuna paramparawai podi eunwai wanasanna hondai.hiiiiiiiiiiiiii thiyaganin kotte yata laksha dahaya.,YES,filty kiyanne mokekda guu punchekne mekath u wagema ui ara wili lajja nathi kaalakanni ganui ekathuwela karapu marketing ekak amana wadak ithing  tharuuna paramparawai podi eunwai wanasanna hondai hiiiiiiiiiiiiii thiyaganin kotte yata laksha dahaya 
1836,1837,"sri lankawe models la na, ahempitimma inne monawath karaganna deayak nathuwa jiwithe gon badu model vimai",YES,sri lankawe models la na  ahempitimma inne monawath karaganna deayak nathuwa jiwithe gon badu model vimai
1837,1838,Ara kaushi wesa haththa hithan inna akita witharai tanak thiyanna kiya wena gahnunta nathi widiyata mun wage vesa badu aa lankawe anith ghanun eliya dagana inna,YES,Ara kaushi wesa haththa hithan inna akita witharai tanak thiyanna kiya wena gahnunta nathi widiyata mun wage vesa badu aa lankawe anith ghanun eliya dagana inna
1839,1840,Yko meka magulkda????pita rata wthe ohoma na ...ape lankawe minisu godake wenase,YES,Yko meka magulkda    pita rata wthe ohoma na    ape lankawe minisu godake wenase
1840,1841,Rata kanne desapaluwoi.badapu dawasema wateyana wesa badui.nodakin,YES,Rata kanne desapaluwoi badapu dawasema wateyana wesa badui nodakin
1841,1842,Mewa.dakiddi.hithena.wa.kiyana.katha.aththa.kiyala.lajjawak.nathi.wrsiyo.achcharai.kiyanna.thiyennee,YES,Mewa dakiddi hithena wa kiyana katha aththa kiyala lajjawak nathi wrsiyo achcharai kiyanna thiyennee
1843,1844,ponnayo raja wela.... ewith inna okkoma wesiyone.... thane eliye dagen... puka dila modeling karala prasidda unama un hari genu kiyala hithan inne.... keri badu.... owa dekkama negala thiyena paiyath bahinawa,YES,ponnayo raja wela     ewith inna okkoma wesiyone     thane eliye dagen    puka dila modeling karala prasidda unama un hari genu kiyala hithan inne     keri badu     owa dekkama negala thiyena paiyath bahinawa
1844,1845,මුන් ඔක්කොම මොලේ අමාරු කාරයෝ...අලුත්ම ෆිල්ම් එකක හරි සින්දුවක හරි trailer එකක්ද දන්නේ නෑ ලංකාවම පිස්සුවක් දැන්...,YES,මුන් ඔක්කොම මොලේ අමාරු කාරයෝ   අලුත්ම ෆිල්ම් එකක හරි සින්දුවක හරි trailer එකක්ද දන්නේ නෑ ලංකාවම පිස්සුවක් දැන්   
1845,1846,"ඉරාජ් උඹට views ගන්නම ඕනේ නම් උබේ අම්මා එක්ක යහන්ගතවෙලා ඒකේ වීඩියෝ එක noize tv එකට දාපන්.... youtube channel එකක් promote කරන්න ඕන නිසා කුණු මාකට් කරන්න එපා මිනිහෝ.... (Podda කරපු සමාජේ vlogs, RapCity වගේ programme නම් හොඳයි...මේ වගේ news නම් අප්පිරියයි...)",YES,ඉරාජ් උඹට views ගන්නම ඕනේ නම් උබේ අම්මා එක්ක යහන්ගතවෙලා ඒකේ වීඩියෝ එක noize tv එකට දාපන්     youtube channel එකක් promote කරන්න ඕන නිසා කුණු මාකට් කරන්න එපා මිනිහෝ      Podda කරපු සමාජේ vlogs  RapCity වගේ programme නම් හොඳයි   මේ වගේ news නම් අප්පිරියයි    
1847,1848,සචිනි අක්කගේ dance එක දැකලා song එක හොයාගෙන ආවේ,NO,සචිනි අක්කගේ dance එක දැකලා song එක හොයාගෙන ආවේ
1848,1849,කාලෙකින් ඇහුන ලස්සන සිංහල reggaeton සින්දුවක්.. Well done..!!!,NO,කාලෙකින් ඇහුන ලස්සන සිංහල reggaeton සින්දුවක්   Well done     
1850,1851,Sachini akkage dance eka nis thma meka balnna awe ..eth patta song eka .....suba gaman ayyee,NO,Sachini akkage dance eka nis thma meka balnna awe   eth patta song eka      suba gaman ayyee
1851,1852,Vedio ekak karanna epa..meka me widihata lassanai.mn hoya hoya htye meka..vedio ekak karala sinduwa knna epa plzzz,NO,Vedio ekak karanna epa  meka me widihata lassanai mn hoya hoya htye meka  vedio ekak karala sinduwa knna epa plzzz
1853,1854,"Supiri, oya maruvata sindu kiyanavaa supiri",NO,Supiri  oya maruvata sindu kiyanavaa supiri
1856,1857,මෙයාගේ අර tanasha ඉන්න සිංදුවට මාර ආසයි.,NO,මෙයාගේ අර tanasha ඉන්න සිංදුවට මාර ආසයි 
1858,1859,Video එකේ කතාව තේරුම් ගැනීමට නොහැකි අය වෙත ( මට හැගෙන අයුරින්) කවදාවත් දැකලා නැති පිරිමි ළමයෙක් සහ ගැහැණු ළමයෙක් කාලයක් තිස්සේ ලියුම් හුවමාරු කරගන්නවා. ඒ කාලෙදී දෙන්නා අතරේ ආදරයක් ගොඩ නැගෙනවා. ඒත් පිරිමි ළමයා වැඩ කරන තැන මාරුවක් ලැබුණ හින්දා ගැහැණු ළමයා එවන ලියුම් පිරිමි ළමයට හම්බවෙන්නේ නෑ.ඒ නිසා ලියුම් වලට උත්තර ලැබෙන්නෙත් නෑ. ඒ හින්දා ගැහැණු ළමයා ලියුම් එවන එක නතර කරලා හිත හදාගන්නවා. ඒ ගැහැණු ළමයා එවපු අන්තිම ලියුම තමා දවසක් කලින් වැඩ කරපු තැන Post Office එකට ගියාම පිරිමි ළමයට හම්බවෙන්නේ. ඒක කියවද්දි එයාට අතීත ආදරේ මතක් වෙනවා ගොඩක් දුක් වෙනවා,NO,Video එකේ කතාව තේරුම් ගැනීමට නොහැකි අය වෙත   මට හැගෙන අයුරින්  කවදාවත් දැකලා නැති පිරිමි ළමයෙක් සහ ගැහැණු ළමයෙක් කාලයක් තිස්සේ ලියුම් හුවමාරු කරගන්නවා  ඒ කාලෙදී දෙන්නා අතරේ ආදරයක් ගොඩ නැගෙනවා  ඒත් පිරිමි ළමයා වැඩ කරන තැන මාරුවක් ලැබුණ හින්දා ගැහැණු ළමයා එවන ලියුම් පිරිමි ළමයට හම්බවෙන්නේ නෑ ඒ නිසා ලියුම් වලට උත්තර ලැබෙන්නෙත් නෑ  ඒ හින්දා ගැහැණු ළමයා ලියුම් එවන එක නතර කරලා හිත හදාගන්නවා  ඒ ගැහැණු ළමයා එවපු අන්තිම ලියුම තමා දවසක් කලින් වැඩ කරපු තැන Post Office එකට ගියාම පිරිමි ළමයට හම්බවෙන්නේ  ඒක කියවද්දි එයාට අතීත ආදරේ මතක් වෙනවා ගොඩක් දුක් වෙනවා
1863,1864,හතර කේන්දරේ පාළු melody එක ලගින් යනවා වගේ දන්නේනේ මට විතරද?,NO,හතර කේන්දරේ පාළු melody එක ලගින් යනවා වගේ දන්නේනේ මට විතරද 
1866,1867,"මට අනුව නම් සඳනාරී කියල කියන්නේ බොහෝ කාලයකට පස්සේ අහම්බෙන් වගේ ඇහිල වරක් දෙවරක් නෙවෙයි හැමවෙලාවෙම හිතේ රීපීට් වෙච්ච සින්දුවක්.සින්දුවේ music සින්දුවේ වචන සින්දුවේ ෆීලින්ග් එක perfect. නමුත් රූප රචනාව තුළ මම සින්දුවකට එහා ගිහිපු පරිණත බවක් දකිනවා.you tube එක ඇතුළෙ මම දැකපු පුදුමාකරම,මාව කරකවල අතඇරපු වීඩියෝවක්.පුදුමාකාරයි.භාවාතිශයයි.අද්විතීයයි.පරිපූර්ණයි.",NO,මට අනුව නම් සඳනාරී කියල කියන්නේ බොහෝ කාලයකට පස්සේ අහම්බෙන් වගේ ඇහිල වරක් දෙවරක් නෙවෙයි හැමවෙලාවෙම හිතේ රීපීට් වෙච්ච සින්දුවක් සින්දුවේ music සින්දුවේ වචන සින්දුවේ ෆීලින්ග් එක perfect  නමුත් රූප රචනාව තුළ මම සින්දුවකට එහා ගිහිපු පරිණත බවක් දකිනවා you tube එක ඇතුළෙ මම දැකපු පුදුමාකරම මාව කරකවල අතඇරපු වීඩියෝවක් පුදුමාකාරයි භාවාතිශයයි අද්විතීයයි පරිපූර්ණයි 
1867,1868,සින්දුව තුළතිබුන හැඟීම සම්පූර්ණයෙන් ම වෙනස් වෙච්ච බවනම් කියන්න ම ඕන. සජානා අක්කේ රඟපෑම ගැනනම් කියන්න වචන නෑ.කුමුදිත අයියටත් එසේමයි. හර්ශ අයියේ මේ කියන්නේ ඔයාට singing නම් Perfect. වෙනස් වැඩක් .අගයකරනවා හදවතින්ම .ඉස්සරහටත් අලුත් දේවල් කරන්න. හිතට දැනුනා මාරම විදියට.ස්තූතියි. මම සෙන්නාත් හිරුන,NO,සින්දුව තුළතිබුන හැඟීම සම්පූර්ණයෙන් ම වෙනස් වෙච්ච බවනම් කියන්න ම ඕන  සජානා අක්කේ රඟපෑම ගැනනම් කියන්න වචන නෑ කුමුදිත අයියටත් එසේමයි  හර්ශ අයියේ මේ කියන්නේ ඔයාට singing නම් Perfect  වෙනස් වැඩක්  අගයකරනවා හදවතින්ම  ඉස්සරහටත් අලුත් දේවල් කරන්න  හිතට දැනුනා මාරම විදියට ස්තූතියි  මම සෙන්නාත් හිරුන
1868,1869,වචනයේ පරිසමාප්තාර්ථයෙන් ම සුපිරි වැඩක් ගොඩක් කල් ආසාවෙන් බලන් හිටිය සින්දුවක් trailer එක දැක්ක දවසේ ම හිතුනා සුපිරි වැඩක් කියලා,NO,වචනයේ පරිසමාප්තාර්ථයෙන් ම සුපිරි වැඩක් ගොඩක් කල් ආසාවෙන් බලන් හිටිය සින්දුවක් trailer එක දැක්ක දවසේ ම හිතුනා සුපිරි වැඩක් කියලා
1870,1871,හරිම ලස්සන සිංදුවක් හිතට මාරම විදියට feel වෙන සිංදුවක් මම අහපු ලස්සන සිංදුවක් මම wish කරනවා harsha withanageta නියමම නියමයි,NO,හරිම ලස්සන සිංදුවක් හිතට මාරම විදියට feel වෙන සිංදුවක් මම අහපු ලස්සන සිංදුවක් මම wish කරනවා harsha withanageta නියමම නියමයි
